iter	RMSE
195	0.04667808837
196	0.0466594257
197	0.04664382832
198	0.04661853481
199	0.04659154875
200	0.04657553481
201	0.04655089695
202	0.04653792467
203	0.04651900446
204	0.04649293611
205	0.04647747631
206	0.04645542072
207	0.04643230758
208	0.04641308489
209	0.0464015148
210	0.04636997067
211	0.04635170492
212	0.0463295658
213	0.04630844182
214	0.04629364216
215	0.0462680008
216	0.0462493934
217	0.04622823137
218	0.04620538419
219	0.04619221252
220	0.04615945374
221	0.0461383736
222	0.0461249386
223	0.04610920169
224	0.0460967335
225	0.04607395077
226	0.04604306908
227	0.04603042511
228	0.04601515727
229	0.04599788303
230	0.04595933575
231	0.04593111248
232	0.04591450622
233	0.04589810293
234	0.04586840793
235	0.04583705962
236	0.04580225267
237	0.04578745523
238	0.04577083754
239	0.04575708812
240	0.04573891505
241	0.04571286358
242	0.04569013754
243	0.04564807406
244	0.04562920393
245	0.0456004171
246	0.04557742634
247	0.04554755465
248	0.04553799508
249	0.04551862668
250	0.04550680251
251	0.04548549797
252	0.04545710028
253	0.04544071477
254	0.04542289523
255	0.04539218247
256	0.0453720339
257	0.045358959
258	0.0453427415
259	0.04531745545
260	0.04528293719
261	0.0452621237
262	0.04522763344
263	0.04521164324
264	0.04519701805
265	0.04517454195
266	0.04515261079
267	0.04513152274
268	0.04510985813
269	0.04509061728
270	0.04507312831
271	0.04505166264
272	0.04504158773
273	0.04502689297
274	0.04500183174
275	0.04498716027
276	0.04496803041
277	0.04495460625
278	0.04493675313
279	0.0449203469
280	0.04490323058
281	0.0448782118
282	0.04486519003
283	0.04484625231
284	0.04482896519
285	0.04480729467
286	0.04479588338
287	0.04478190345
288	0.04476921686
289	0.04475827831
290	0.04474217669
291	0.04473317732
292	0.0447058891
293	0.04467519458
294	0.0446566581
295	0.04463479287
296	0.04461338271
297	0.0445970359
298	0.04458162789
299	0.04457113727
300	0.0445594275
301	0.04454010391
302	0.04451991802
303	0.0445026142
304	0.04448474922
305	0.04446947126
306	0.04445902152
307	0.04444456827
308	0.04442905393
309	0.04442075023
310	0.04441232214
311	0.04438235587
312	0.04437235364
313	0.04435794742
314	0.04432948005
315	0.04431649705
316	0.04429219805
317	0.04428285614
318	0.04425754704
319	0.04425160725
320	0.04422917974
321	0.0442171046
322	0.04420522517
323	0.04419243274
324	0.04415563575
325	0.0441467244
326	0.04413240417
327	0.0441204541
328	0.04410461418
329	0.04407517334
330	0.04406242511
331	0.04404296219
332	0.04402380533
333	0.04400323361
334	0.04398667071
335	0.04395670538
336	0.04394292203
337	0.04392333431
338	0.04390390597
339	0.04388686403
340	0.04387403311
341	0.04385560619
342	0.04384241285
343	0.04381782888
344	0.04380013374
345	0.04378814378
346	0.04377188886
347	0.04374082529
348	0.04372343181
349	0.04371347212
350	0.04370130534
351	0.04368964806
352	0.04366338975
353	0.0436507311
354	0.0436328466
355	0.04361802998
356	0.04360589546
357	0.04359636577
358	0.04358515503
359	0.04357968033
360	0.04356836039
361	0.04355070708
362	0.04354169978
363	0.04353105251
364	0.04350847104
365	0.04349246798
366	0.04348120017
367	0.0434729367
368	0.04345468658
369	0.04343517143
370	0.04341961168
371	0.04340515357
372	0.04339179634
373	0.04337138829
374	0.04335721816
375	0.04334181932
376	0.04331951396
377	0.04329422859
378	0.04328278598
379	0.04326616821
380	0.04325090442
381	0.04324288348
382	0.04323326156
383	0.04321593445
384	0.0432106375
385	0.04319042184
386	0.04317532395
387	0.04316431453
388	0.04315464793
389	0.04314804472
390	0.04312615881
391	0.04311214809
392	0.04310066617
393	0.04308431938
394	0.04307311999
395	0.04306484165
396	0.04305877897
397	0.04303785784
398	0.04302209075
399	0.04300734968
400	0.04298723489
401	0.04298106459
402	0.04297266537
403	0.0429633829
404	0.04293810736
405	0.0429269041
406	0.04291157865
407	0.042899994
408	0.04287983168
409	0.04285573637
410	0.04284308579
411	0.04282210032
412	0.0428137308
413	0.04280287489
414	0.04278981947
415	0.04277044097
416	0.04275713962
417	0.04274677659
418	0.04272964854
419	0.04270908484
420	0.0427038289
421	0.04269109601
422	0.04266813612
423	0.0426575939
424	0.04264409508
425	0.04262926655
426	0.0426136059
427	0.04260663723
428	0.04258443083
429	0.04256435316
430	0.04255088711
431	0.04253832956
432	0.04253121232
433	0.0425101226
434	0.04250149779
435	0.04248377676
436	0.04247230641
437	0.04246403482
438	0.04245048832
439	0.04244068641
440	0.04242549412
441	0.04241668331
442	0.04239987516
443	0.04238703614
444	0.04237063377
445	0.04235845487
446	0.04234953966
447	0.04233744044
448	0.04232047616
449	0.04230513475
450	0.04228687526
451	0.04226413832
452	0.04224958814
453	0.04223656449
454	0.04222791404
455	0.04221063674
456	0.0421977855
457	0.04218422943
458	0.04216442514
459	0.04215312847
460	0.04213814266
461	0.04212520195
462	0.04211549102
463	0.0421020803
464	0.04208663911
465	0.04207212551
466	0.0420643961
467	0.04205539002
468	0.04203870668
469	0.04202549582
470	0.04200155568
471	0.04199029879
472	0.0419734107
473	0.04196428823
474	0.04195184234
475	0.04194178999
476	0.04192221293
477	0.04190613416
478	0.04187884484
479	0.04186221566
480	0.04184306045
481	0.04183127037
482	0.04180664932
483	0.04179406806
484	0.04177513266
485	0.04176301272
486	0.04175174062
487	0.04174195961
488	0.04173150669
489	0.04172379772
490	0.04170221582
491	0.04168369745
492	0.04166406078
493	0.04165557679
494	0.04164422303
495	0.04163092192
496	0.04162305357
497	0.04160958168
498	0.04160321829
499	0.04158495161
